target_text,input_text
"two crore, ninety-eight lakh","two crore, ninety-eight lakh"
"two crore, ninety-eight lakh","two crore, ninety- call eight lakh"
"two crore, ninety-nine lakh","two crore,1ninety-nine lakh"
"two crore, ninety-nine lakh","two crore, ninety-nine lakhs"
"two crore, ninety-nine lakh","two crore, ninety-nine lakh"
"two crore, ninety-nine lakh","two crore, up  ninety-nine lakh"
three crore,ehree crore
three crore,three crores
three crore,three crore
three crore,three cro door re
"three crore, one lakh","three crooe, one lakh"
"three crore, one lakh","three crore, one lakhs"
"three crore, one lakh","three crore, one lakh"
"three crore, one lakh","three crore mother , one lakh"
"three crore, two lakh","three urore, two lakh"
"three crore, two lakh","three crore, two lakh"
"three crore, two lakh","threecrore,twolakh"
"three crore, two lakh","three crore, two l share akh"
"three crore, three lakh","three crore, three lukh"
"three crore, three lakh","three crore, three lakh"
"three crore, three lakh","threecrore,threelakh"
"three crore, three lakh","three cror religious e, three lakh"
"three crore, four lakh","thaee crore, four lakh"
"three crore, four lakh","three crore, four lakhs"
"three crore, four lakh","three crore, four lakh"
"three crore, four lakh","three cror customer e, four lakh"
"three crore, five lakh","th1ee crore, five lakh"
"three crore, five lakh","three crore, five lakh"
"three crore, five lakh","three crore, five lakh"
"three crore, five lakh"," focus three crore, five lakh"
"three crore, six lakh","three caore, six lakh"
"three crore, six lakh","three crore, six lakhs"
"three crore, six lakh","threecrore,sixlakh"
"three crore, six lakh","three cror before e, six lakh"
"three crore, seven lakh","three crore, seven oakh"
"three crore, seven lakh","three crore, seven lakhs"
"three crore, seven lakh","three crore, seven lakh"
"three crore, seven lakh","three crore, reality  seven lakh"
"three crore, eight lakh","turee crore, eight lakh"
"three crore, eight lakh","three crore, eight lakhs"
"three crore, eight lakh","threecrore,eightlakh"
"three crore, eight lakh","three crore,  everyone eight lakh"
"three crore, nine lakh","three cror1, nine lakh"
"three crore, nine lakh","three crore, nine lakh"
"three crore, nine lakh","three crore, nine lakh"
"three crore, nine lakh","three crore, nine analysis  lakh"
"three crore, ten lakh","three irore, ten lakh"
"three crore, ten lakh","three crore, ten lakh"
"three crore, ten lakh","three crore, ten lakh"
"three crore, ten lakh","three cror deep e, ten lakh"
"three crore, eleven lakh","three croue, eleven lakh"
"three crore, eleven lakh","three crore, eleven lakh"
"three crore, eleven lakh","three crore, eleven lakh"
"three crore, eleven lakh","three require  crore, eleven lakh"
"three crore, twelve lakh","three crore, tielve lakh"
"three crore, twelve lakh","three crore, twelve lakh"
"three crore, twelve lakh","threecrore,twelvelakh"
"three crore, twelve lakh","thre each e crore, twelve lakh"
"three crore, thirteen lakh","toree crore, thirteen lakh"
"three crore, thirteen lakh","three crore, thirteen lakh"
"three crore, thirteen lakh","threecrore,thirteenlakh"
"three crore, thirteen lakh","three crore, thirteen la mean kh"
"three crore, fourteen lakh","threi crore, fourteen lakh"
"three crore, fourteen lakh","three crore, fourteen lakh"
"three crore, fourteen lakh","three crore, fourteen lakh"
"three crore, fourteen lakh","three cr miss ore, fourteen lakh"
"three crore, fifteen lakh","three crore, fifteen lukh"
"three crore, fifteen lakh","three crore, fifteen lakh"
"three crore, fifteen lakh","three crore, fifteen lakh"
"three crore, fifteen lakh","three crore, fifteen l statement akh"
"three crore, sixteen lakh","ehree crore, sixteen lakh"
"three crore, sixteen lakh","three crore, sixteen lakhs"
"three crore, sixteen lakh","threecrore,sixteenlakh"
"three crore, sixteen lakh","three crore, sixt reality een lakh"
"three crore, seventeen lakh","three crore, seventeen l1kh"
"three crore, seventeen lakh","three crore, seventeen lakhs"
"three crore, seventeen lakh","three crore, seventeen lakh"
"three crore, seventeen lakh","thre news e crore, seventeen lakh"
"three crore, eighteen lakh","three crore, eighteenelakh"
"three crore, eighteen lakh","three crore, eighteen lakhs"
"three crore, eighteen lakh","three crore, eighteen lakh"
"three crore, eighteen lakh","three crore, eig strategy hteen lakh"
"three crore, nineteen lakh","three c0ore, nineteen lakh"
"three crore, nineteen lakh","three crore, nineteen lakh"
"three crore, nineteen lakh","threecrore,nineteenlakh"
"three crore, nineteen lakh","three cro already re, nineteen lakh"
"three crore, twenty lakh","three crore, twenty laoh"
"three crore, twenty lakh","three crore, twenty lakh"
"three crore, twenty lakh","three crore, twenty lakh"
"three crore, twenty lakh","three crore, twenty lakh recently "
"three crore, twenty-one lakh","three crore, twenty-one likh"
"three crore, twenty-one lakh","three crore, twenty-one lakh"
"three crore, twenty-one lakh","three crore, twenty-one lakh"
"three crore, twenty-one lakh","three crore, twenty-on beat e lakh"
"three crore, twenty-two lakh","three crore, tienty-two lakh"
"three crore, twenty-two lakh","three crore, twenty-two lakh"
"three crore, twenty-two lakh","three crore, twenty-two lakh"
"three crore, twenty-two lakh","three crore, twenty-two l art akh"
"three crore, twenty-three lakh","three crore, twento-three lakh"
"three crore, twenty-three lakh","three crore, twenty-three lakh"
"three crore, twenty-three lakh","threecrore,twenty-threelakh"
"three crore, twenty-three lakh"," threat three crore, twenty-three lakh"
"three crore, twenty-four lakh","threeocrore, twenty-four lakh"
"three crore, twenty-four lakh","three crore, twenty-four lakh"
"three crore, twenty-four lakh","three crore, twenty-four lakh"
"three crore, twenty-four lakh","three crore, twent wonder y-four lakh"
"three crore, twenty-five lakh","three crore, twente-five lakh"
"three crore, twenty-five lakh","three crore, twenty-five lakhs"
"three crore, twenty-five lakh","threecrore,twenty-fivelakh"
"three crore, twenty-five lakh","three  really crore, twenty-five lakh"
"three crore, twenty-six lakh","thiee crore, twenty-six lakh"
"three crore, twenty-six lakh","three crore, twenty-six lakh"
"three crore, twenty-six lakh","three crore, twenty-six lakh"
"three crore, twenty-six lakh","t build hree crore, twenty-six lakh"
"three crore, twenty-seven lakh","three crore, twentyeseven lakh"
"three crore, twenty-seven lakh","three crore, twenty-seven lakh"
"three crore, twenty-seven lakh","threecrore,twenty-sevenlakh"
"three crore, twenty-seven lakh","three crore, twenty section -seven lakh"
"three crore, twenty-eight lakh","three crore, twenty-eight lakh"
"three crore, twenty-eight lakh","three crore, twenty-eight lakh"
"three crore, twenty-eight lakh","threecrore,twenty-eightlakh"
"three crore, twenty-eight lakh","three crore, twe continue nty-eight lakh"
"three crore, twenty-nine lakh","three crore, tweuty-nine lakh"
"three crore, twenty-nine lakh","three crore, twenty-nine lakh"
"three crore, twenty-nine lakh","threecrore,twenty-ninelakh"
"three crore, twenty-nine lakh","three crore final , twenty-nine lakh"
"three crore, thirty lakh","three crore, thirtyilakh"
"three crore, thirty lakh","three crore, thirty lakh"
"three crore, thirty lakh","three crore, thirty lakh"
"three crore, thirty lakh","t tree hree crore, thirty lakh"
"three crore, thirty-one lakh","t1ree crore, thirty-one lakh"
"three crore, thirty-one lakh","three crore, thirty-one lakh"
"three crore, thirty-one lakh","threecrore,thirty-onelakh"
"three crore, thirty-one lakh","three crore, thirty-one  serve lakh"
"three crore, thirty-two lakh","ahree crore, thirty-two lakh"
"three crore, thirty-two lakh","three crore, thirty-two lakh"
"three crore, thirty-two lakh","three crore, thirty-two lakh"
"three crore, thirty-two lakh","three crore, thir water ty-two lakh"
"three crore, thirty-three lakh","threeicrore, thirty-three lakh"
"three crore, thirty-three lakh","three crore, thirty-three lakh"
"three crore, thirty-three lakh","three crore, thirty-three lakh"
"three crore, thirty-three lakh","three cro crime re, thirty-three lakh"
"three crore, thirty-four lakh","three crore, thirty-four lekh"
"three crore, thirty-four lakh","three crore, thirty-four lakh"
"three crore, thirty-four lakh","threecrore,thirty-fourlakh"
"three crore, thirty-four lakh","three crore, thirty-f many our lakh"
"three crore, thirty-five lakh","three crore,uthirty-five lakh"
"three crore, thirty-five lakh","three crore, thirty-five lakh"
"three crore, thirty-five lakh","three crore, thirty-five lakh"
"three crore, thirty-five lakh","three crore, thirty-five  edge lakh"
"three crore, thirty-six lakh","three croro, thirty-six lakh"
"three crore, thirty-six lakh","three crore, thirty-six lakhs"
"three crore, thirty-six lakh","threecrore,thirty-sixlakh"
"three crore, thirty-six lakh","three crore, thirty-s blue ix lakh"
"three crore, thirty-seven lakh","t0ree crore, thirty-seven lakh"
"three crore, thirty-seven lakh","three crore, thirty-seven lakh"
"three crore, thirty-seven lakh","three crore, thirty-seven lakh"
"three crore, thirty-seven lakh","three crore, thirty-seve employee n lakh"
"three crore, thirty-eight lakh","three crore,othirty-eight lakh"
"three crore, thirty-eight lakh","three crore, thirty-eight lakh"
"three crore, thirty-eight lakh","threecrore,thirty-eightlakh"
"three crore, thirty-eight lakh","three crore, thirty-eight  former lakh"
"three crore, thirty-nine lakh","three erore, thirty-nine lakh"
"three crore, thirty-nine lakh","three crore, thirty-nine lakhs"
"three crore, thirty-nine lakh","threecrore,thirty-ninelakh"
"three crore, thirty-nine lakh","three crore, thirty- agree nine lakh"
"three crore, forty lakh","three crore, foray lakh"
"three crore, forty lakh","three crore, forty lakh"
"three crore, forty lakh","three crore, forty lakh"
"three crore, forty lakh","three crore, forty lak teach h"
"three crore, forty-one lakh","three crore, foity-one lakh"
"three crore, forty-one lakh","three crore, forty-one lakhs"
"three crore, forty-one lakh","three crore, forty-one lakh"
"three crore, forty-one lakh","three cr eight ore, forty-one lakh"
"three crore, forty-two lakh","three crore, for1y-two lakh"
"three crore, forty-two lakh","three crore, forty-two lakh"
"three crore, forty-two lakh","threecrore,forty-twolakh"
"three crore, forty-two lakh","three crore, forty whether -two lakh"
"three crore, forty-three lakh","threu crore, forty-three lakh"
"three crore, forty-three lakh","three crore, forty-three lakh"
"three crore, forty-three lakh","threecrore,forty-threelakh"
"three crore, forty-three lakh","three crore dark , forty-three lakh"
"three crore, forty-four lakh","three crore, forty-feur lakh"
"three crore, forty-four lakh","three crore, forty-four lakh"
"three crore, forty-four lakh","threecrore,forty-fourlakh"
"three crore, forty-four lakh","three cror whom e, forty-four lakh"
"three crore, forty-five lakh","three crore, forty-five laki"
"three crore, forty-five lakh","three crore, forty-five lakh"
"three crore, forty-five lakh","three crore, forty-five lakh"
"three crore, forty-five lakh","t every hree crore, forty-five lakh"
"three crore, forty-six lakh","three crore, forty-six lokh"
"three crore, forty-six lakh","three crore, forty-six lakh"
"three crore, forty-six lakh","three crore, forty-six lakh"
"three crore, forty-six lakh","t I hree crore, forty-six lakh"
"three crore, forty-seven lakh","three ceore, forty-seven lakh"
"three crore, forty-seven lakh","three crore, forty-seven lakh"
"three crore, forty-seven lakh","three crore, forty-seven lakh"
"three crore, forty-seven lakh","three cr certain ore, forty-seven lakh"
"three crore, forty-eight lakh","throe crore, forty-eight lakh"
"three crore, forty-eight lakh","three crore, forty-eight lakhs"
"three crore, forty-eight lakh","three crore, forty-eight lakh"
"three crore, forty-eight lakh","three crore, forty-eight lak summer h"
"three crore, forty-nine lakh","three croee, forty-nine lakh"
"three crore, forty-nine lakh","three crore, forty-nine lakhs"
"three crore, forty-nine lakh","threecrore,forty-ninelakh"
"three crore, forty-nine lakh","three crore, forty- our nine lakh"
"three crore, fifty lakh","thre1 crore, fifty lakh"
"three crore, fifty lakh","three crore, fifty lakh"
"three crore, fifty lakh","three crore, fifty lakh"
"three crore, fifty lakh","three crore, fifty similar  lakh"
"three crore, fifty-one lakh","thrie crore, fifty-one lakh"
"three crore, fifty-one lakh","three crore, fifty-one lakh"
"three crore, fifty-one lakh","threecrore,fifty-onelakh"
"three crore, fifty-one lakh","three crore, fifty-on create e lakh"
"three crore, fifty-two lakh","three crore,ififty-two lakh"
"three crore, fifty-two lakh","three crore, fifty-two lakh"
"three crore, fifty-two lakh","three crore, fifty-two lakh"
"three crore, fifty-two lakh","three crore, f it ifty-two lakh"
"three crore, fifty-three lakh","three croae, fifty-three lakh"
"three crore, fifty-three lakh","three crore, fifty-three lakh"
"three crore, fifty-three lakh","threecrore,fifty-threelakh"
"three crore, fifty-three lakh","three crore, fif imagine ty-three lakh"
"three crore, fifty-four lakh","three crore, fifey-four lakh"
"three crore, fifty-four lakh","three crore, fifty-four lakhs"
"three crore, fifty-four lakh","threecrore,fifty-fourlakh"
"three crore, fifty-four lakh","three  father crore, fifty-four lakh"
"three crore, fifty-five lakh","three crore, fiety-five lakh"
"three crore, fifty-five lakh","three crore, fifty-five lakhs"
"three crore, fifty-five lakh","three crore, fifty-five lakh"
"three crore, fifty-five lakh","three crore, fifty-f help ive lakh"
"three crore, fifty-six lakh","three crori, fifty-six lakh"
"three crore, fifty-six lakh","three crore, fifty-six lakh"
"three crore, fifty-six lakh","threecrore,fifty-sixlakh"
"three crore, fifty-six lakh","three cror son e, fifty-six lakh"
"three crore, fifty-seven lakh","three crore, fifty-seven oakh"
"three crore, fifty-seven lakh","three crore, fifty-seven lakhs"
"three crore, fifty-seven lakh","threecrore,fifty-sevenlakh"
"three crore, fifty-seven lakh","three crore radio , fifty-seven lakh"
"three crore, fifty-eight lakh","three crore, fifty-e0ght lakh"
"three crore, fifty-eight lakh","three crore, fifty-eight lakh"
"three crore, fifty-eight lakh","threecrore,fifty-eightlakh"
"three crore, fifty-eight lakh","three cr foreign ore, fifty-eight lakh"
"three crore, fifty-nine lakh","three crore, iifty-nine lakh"
"three crore, fifty-nine lakh","three crore, fifty-nine lakh"
"three crore, fifty-nine lakh","three crore, fifty-nine lakh"
"three crore, fifty-nine lakh","th according ree crore, fifty-nine lakh"
"three crore, sixty lakh",three crorea sixty lakh
"three crore, sixty lakh","three crore, sixty lakh"
"three crore, sixty lakh","three crore, sixty lakh"
"three crore, sixty lakh","three crore, sixty lak network h"
"three crore, sixty-one lakh","three crore, sixty-ona lakh"
"three crore, sixty-one lakh","three crore, sixty-one lakhs"
"three crore, sixty-one lakh","three crore, sixty-one lakh"
"three crore, sixty-one lakh","three crore mind , sixty-one lakh"
"three crore, sixty-two lakh","three crore, sixty-tio lakh"
"three crore, sixty-two lakh","three crore, sixty-two lakh"
"three crore, sixty-two lakh","three crore, sixty-two lakh"
"three crore, sixty-two lakh","three c hundred rore, sixty-two lakh"
"three crore, sixty-three lakh","three crore, s0xty-three lakh"
"three crore, sixty-three lakh","three crore, sixty-three lakh"
"three crore, sixty-three lakh","threecrore,sixty-threelakh"
"three crore, sixty-three lakh","three cr word ore, sixty-three lakh"
"three crore, sixty-four lakh",three croreu sixty-four lakh
"three crore, sixty-four lakh","three crore, sixty-four lakh"
"three crore, sixty-four lakh","threecrore,sixty-fourlakh"
"three crore, sixty-four lakh","three crore, si tough xty-four lakh"
"three crore, sixty-five lakh","three crore, sixty-five lakh"
"three crore, sixty-five lakh","three crore, sixty-five lakhs"
"three crore, sixty-five lakh","threecrore,sixty-fivelakh"
"three crore, sixty-five lakh","three crore, sixty-five l eye akh"
"three crore, sixty-six lakh","three crore,1sixty-six lakh"
"three crore, sixty-six lakh","three crore, sixty-six lakh"
"three crore, sixty-six lakh","threecrore,sixty-sixlakh"
"three crore, sixty-six lakh","three give  crore, sixty-six lakh"
"three crore, sixty-seven lakh","ohree crore, sixty-seven lakh"
"three crore, sixty-seven lakh","three crore, sixty-seven lakh"
"three crore, sixty-seven lakh","three crore, sixty-seven lakh"
"three crore, sixty-seven lakh","three bag  crore, sixty-seven lakh"
"three crore, sixty-eight lakh","three crore, sixty-eightalakh"
"three crore, sixty-eight lakh","three crore, sixty-eight lakh"
"three crore, sixty-eight lakh","three crore, sixty-eight lakh"
"three crore, sixty-eight lakh","t charge hree crore, sixty-eight lakh"
"three crore, sixty-nine lakh","three arore, sixty-nine lakh"
"three crore, sixty-nine lakh","three crore, sixty-nine lakhs"
"three crore, sixty-nine lakh","three crore, sixty-nine lakh"
"three crore, sixty-nine lakh","three crore, sixty- develop nine lakh"
"three crore, seventy lakh","three 0rore, seventy lakh"
"three crore, seventy lakh","three crore, seventy lakh"
"three crore, seventy lakh","three crore, seventy lakh"
"three crore, seventy lakh","t will hree crore, seventy lakh"
"three crore, seventy-one lakh","three crore, se1enty-one lakh"
"three crore, seventy-one lakh","three crore, seventy-one lakh"
"three crore, seventy-one lakh","three crore, seventy-one lakh"
"three crore, seventy-one lakh","three crore, seventy-one  ahead lakh"
"three crore, seventy-two lakh","ehree crore, seventy-two lakh"
"three crore, seventy-two lakh","three crore, seventy-two lakh"
"three crore, seventy-two lakh","threecrore,seventy-twolakh"
"three crore, seventy-two lakh","three crore, se city venty-two lakh"
"three crore, seventy-three lakh","taree crore, seventy-three lakh"
"three crore, seventy-three lakh","three crore, seventy-three lakhs"
"three crore, seventy-three lakh","threecrore,seventy-threelakh"
"three crore, seventy-three lakh","three crore, seven material ty-three lakh"
"three crore, seventy-four lakh","ehree crore, seventy-four lakh"
"three crore, seventy-four lakh","three crore, seventy-four lakhs"
"three crore, seventy-four lakh","three crore, seventy-four lakh"
"three crore, seventy-four lakh","thr agent ee crore, seventy-four lakh"
"three crore, seventy-five lakh","threo crore, seventy-five lakh"
"three crore, seventy-five lakh","three crore, seventy-five lakh"
"three crore, seventy-five lakh","three crore, seventy-five lakh"
"three crore, seventy-five lakh","three  thing crore, seventy-five lakh"
"three crore, seventy-six lakh","three crore, seventy1six lakh"
"three crore, seventy-six lakh","three crore, seventy-six lakhs"
"three crore, seventy-six lakh","three crore, seventy-six lakh"
"three crore, seventy-six lakh","three  local crore, seventy-six lakh"
"three crore, seventy-seven lakh","three crore, seventy-seven l1kh"
"three crore, seventy-seven lakh","three crore, seventy-seven lakh"
"three crore, seventy-seven lakh","threecrore,seventy-sevenlakh"
"three crore, seventy-seven lakh","thre pressure e crore, seventy-seven lakh"
"three crore, seventy-eight lakh","three crore, seveney-eight lakh"
"three crore, seventy-eight lakh","three crore, seventy-eight lakh"
"three crore, seventy-eight lakh","threecrore,seventy-eightlakh"
"three crore, seventy-eight lakh","three crore, seventy-eight l take akh"
"three crore, seventy-nine lakh","thre0 crore, seventy-nine lakh"
"three crore, seventy-nine lakh","three crore, seventy-nine lakh"
"three crore, seventy-nine lakh","three crore, seventy-nine lakh"
"three crore, seventy-nine lakh","three c area rore, seventy-nine lakh"
"three crore, eighty lakh","threi crore, eighty lakh"
"three crore, eighty lakh","three crore, eighty lakhs"
"three crore, eighty lakh","three crore, eighty lakh"
"three crore, eighty lakh","thr government ee crore, eighty lakh"
"three crore, eighty-one lakh","three crore, eighty-oneolakh"
"three crore, eighty-one lakh","three crore, eighty-one lakh"
"three crore, eighty-one lakh","three crore, eighty-one lakh"
"three crore, eighty-one lakh","three cr attack ore, eighty-one lakh"
"three crore, eighty-two lakh","three crere, eighty-two lakh"
"three crore, eighty-two lakh","three crore, eighty-two lakh"
"three crore, eighty-two lakh","threecrore,eighty-twolakh"
"three crore, eighty-two lakh","three cro decide re, eighty-two lakh"
"three crore, eighty-three lakh","three crore, eighty-th1ee lakh"
"three crore, eighty-three lakh","three crore, eighty-three lakh"
"three crore, eighty-three lakh","threecrore,eighty-threelakh"
"three crore, eighty-three lakh","three cro dinner re, eighty-three lakh"
"three crore, eighty-four lakh","three crore, eighty-four lake"
"three crore, eighty-four lakh","three crore, eighty-four lakhs"
"three crore, eighty-four lakh","three crore, eighty-four lakh"
"three crore, eighty-four lakh","three cro fast re, eighty-four lakh"
"three crore, eighty-five lakh","three crore, eighty-fivealakh"
"three crore, eighty-five lakh","three crore, eighty-five lakh"
"three crore, eighty-five lakh","three crore, eighty-five lakh"
"three crore, eighty-five lakh","three crore, eight first y-five lakh"
"three crore, eighty-six lakh","three crore, eighty-0ix lakh"
"three crore, eighty-six lakh","three crore, eighty-six lakh"
"three crore, eighty-six lakh","threecrore,eighty-sixlakh"
"three crore, eighty-six lakh","three crore, eighty event -six lakh"
"three crore, eighty-seven lakh","three crore, eighty-seven lako"
"three crore, eighty-seven lakh","three crore, eighty-seven lakhs"
"three crore, eighty-seven lakh","three crore, eighty-seven lakh"
"three crore, eighty-seven lakh","three crore, eighty-s author even lakh"
"three crore, eighty-eight lakh","three croue, eighty-eight lakh"
"three crore, eighty-eight lakh","three crore, eighty-eight lakh"
"three crore, eighty-eight lakh","threecrore,eighty-eightlakh"
"three crore, eighty-eight lakh","three crore, eighty-eight l sound akh"
"three crore, eighty-nine lakh","three crore, eighty-iine lakh"
"three crore, eighty-nine lakh","three crore, eighty-nine lakh"
"three crore, eighty-nine lakh","three crore, eighty-nine lakh"
"three crore, eighty-nine lakh","three  live crore, eighty-nine lakh"
"three crore, ninety lakh","ohree crore, ninety lakh"
"three crore, ninety lakh","three crore, ninety lakh"
"three crore, ninety lakh","threecrore,ninetylakh"
"three crore, ninety lakh"," lead three crore, ninety lakh"
"three crore, ninety-one lakh","three crore,eninety-one lakh"
"three crore, ninety-one lakh","three crore, ninety-one lakh"
"three crore, ninety-one lakh","threecrore,ninety-onelakh"
"three crore, ninety-one lakh","three crore, ninety-one l black akh"
"three crore, ninety-two lakh","three crore,ininety-two lakh"
"three crore, ninety-two lakh","three crore, ninety-two lakh"
"three crore, ninety-two lakh","three crore, ninety-two lakh"
"three crore, ninety-two lakh","three crore,  avoid ninety-two lakh"
"three crore, ninety-three lakh","three crore, ninety-thr1e lakh"
"three crore, ninety-three lakh","three crore, ninety-three lakh"
"three crore, ninety-three lakh","three crore, ninety-three lakh"
"three crore, ninety-three lakh","thre machine e crore, ninety-three lakh"
"three crore, ninety-four lakh","thre0 crore, ninety-four lakh"
"three crore, ninety-four lakh","three crore, ninety-four lakh"
"three crore, ninety-four lakh","three crore, ninety-four lakh"
"three crore, ninety-four lakh","three crore, ninety- safe four lakh"
"three crore, ninety-five lakh","three crore, ninety-fiue lakh"
"three crore, ninety-five lakh","three crore, ninety-five lakh"
"three crore, ninety-five lakh","three crore, ninety-five lakh"
"three crore, ninety-five lakh","three c effect rore, ninety-five lakh"
"three crore, ninety-six lakh","three crore, nineti-six lakh"
"three crore, ninety-six lakh","three crore, ninety-six lakh"
"three crore, ninety-six lakh","threecrore,ninety-sixlakh"
"three crore, ninety-six lakh","three crore, ninety-six la form kh"
"three crore, ninety-seven lakh","three crore, ninety-seeen lakh"
"three crore, ninety-seven lakh","three crore, ninety-seven lakhs"
"three crore, ninety-seven lakh","threecrore,ninety-sevenlakh"
"three crore, ninety-seven lakh","three crore, nine receive ty-seven lakh"
"three crore, ninety-eight lakh","three crore, ninety-eightalakh"
"three crore, ninety-eight lakh","three crore, ninety-eight lakh"
"three crore, ninety-eight lakh","three crore, ninety-eight lakh"
"three crore, ninety-eight lakh","three crore, ninety-eig trouble ht lakh"
"three crore, ninety-nine lakh","three crore, ninety-eine lakh"
"three crore, ninety-nine lakh","three crore, ninety-nine lakh"
"three crore, ninety-nine lakh","three crore, ninety-nine lakh"
"three crore, ninety-nine lakh","three crore, ninety near -nine lakh"
four crore,four irore
four crore,four crore
four crore,fourcrore
four crore,four  peace crore
"four crore, one lakh",four croreo one lakh
"four crore, one lakh","four crore, one lakh"
"four crore, one lakh","fourcrore,onelakh"
"four crore, one lakh","four crore, on feel e lakh"
"four crore, two lakh","1our crore, two lakh"
"four crore, two lakh","four crore, two lakh"
"four crore, two lakh","four crore, two lakh"
"four crore, two lakh","four beat  crore, two lakh"
"four crore, three lakh","fou0 crore, three lakh"
"four crore, three lakh","four crore, three lakhs"
"four crore, three lakh","fourcrore,threelakh"
"four crore, three lakh","fou whatever r crore, three lakh"
"four crore, four lakh","four crore, four lak1"
"four crore, four lakh","four crore, four lakh"
"four crore, four lakh","four crore, four lakh"
"four crore, four lakh","four crore training , four lakh"
"four crore, five lakh","four crore, five laka"
"four crore, five lakh","four crore, five lakh"
"four crore, five lakh","fourcrore,fivelakh"
"four crore, five lakh","four crore season , five lakh"
"four crore, six lakh","four crore, six lako"
"four crore, six lakh","four crore, six lakhs"
"four crore, six lakh","fourcrore,sixlakh"
"four crore, six lakh","four crore, six open  lakh"
"four crore, seven lakh","four crore, seven eakh"
"four crore, seven lakh","four crore, seven lakh"
"four crore, seven lakh","four crore, seven lakh"
"four crore, seven lakh","four crore key , seven lakh"
"four crore, eight lakh","four crore, eight0lakh"
"four crore, eight lakh","four crore, eight lakh"
"four crore, eight lakh","fourcrore,eightlakh"
"four crore, eight lakh","four crore budget , eight lakh"
"four crore, nine lakh","four crore, ninealakh"
"four crore, nine lakh","four crore, nine lakh"
"four crore, nine lakh","fourcrore,ninelakh"
"four crore, nine lakh","fou enter r crore, nine lakh"
"four crore, ten lakh","four crora, ten lakh"
"four crore, ten lakh","four crore, ten lakhs"
"four crore, ten lakh","fourcrore,tenlakh"
"four crore, ten lakh","four c that rore, ten lakh"
"four crore, eleven lakh","four crore,ueleven lakh"
"four crore, eleven lakh","four crore, eleven lakh"
"four crore, eleven lakh","fourcrore,elevenlakh"
"four crore, eleven lakh","four culture  crore, eleven lakh"
"four crore, twelve lakh","faur crore, twelve lakh"
"four crore, twelve lakh","four crore, twelve lakh"
"four crore, twelve lakh","four crore, twelve lakh"
"four crore, twelve lakh","four crore, twelve la time kh"
"four crore, thirteen lakh","four crore, thirteun lakh"
"four crore, thirteen lakh","four crore, thirteen lakh"
"four crore, thirteen lakh","four crore, thirteen lakh"
"four crore, thirteen lakh","four cro parent re, thirteen lakh"
"four crore, fourteen lakh","foir crore, fourteen lakh"
"four crore, fourteen lakh","four crore, fourteen lakh"
"four crore, fourteen lakh","four crore, fourteen lakh"
"four crore, fourteen lakh"," quality four crore, fourteen lakh"
"four crore, fifteen lakh","foar crore, fifteen lakh"
"four crore, fifteen lakh","four crore, fifteen lakh"
"four crore, fifteen lakh","fourcrore,fifteenlakh"
"four crore, fifteen lakh","four crore, f start ifteen lakh"
"four crore, sixteen lakh","four crore, sixteen aakh"
"four crore, sixteen lakh","four crore, sixteen lakh"
"four crore, sixteen lakh","four crore, sixteen lakh"
"four crore, sixteen lakh","four cr already ore, sixteen lakh"
"four crore, seventeen lakh","four crore, seve0teen lakh"
"four crore, seventeen lakh","four crore, seventeen lakh"
"four crore, seventeen lakh","fourcrore,seventeenlakh"
"four crore, seventeen lakh","four c group rore, seventeen lakh"
"four crore, eighteen lakh","four crore, eighteea lakh"
"four crore, eighteen lakh","four crore, eighteen lakh"
"four crore, eighteen lakh","fourcrore,eighteenlakh"
"four crore, eighteen lakh","four crore,  about eighteen lakh"
"four crore, nineteen lakh","foui crore, nineteen lakh"
"four crore, nineteen lakh","four crore, nineteen lakhs"
"four crore, nineteen lakh","fourcrore,nineteenlakh"
"four crore, nineteen lakh","four crore, ni research neteen lakh"
"four crore, twenty lakh","four crore, tweety lakh"
"four crore, twenty lakh","four crore, twenty lakh"
"four crore, twenty lakh","fourcrore,twentylakh"
"four crore, twenty lakh","f everything our crore, twenty lakh"
"four crore, twenty-one lakh","0our crore, twenty-one lakh"
"four crore, twenty-one lakh","four crore, twenty-one lakh"
"four crore, twenty-one lakh","fourcrore,twenty-onelakh"
"four crore, twenty-one lakh","f perform our crore, twenty-one lakh"
"four crore, twenty-two lakh","four crore, twenty-two lakh"
"four crore, twenty-two lakh","four crore, twenty-two lakh"
"four crore, twenty-two lakh","four crore, twenty-two lakh"
"four crore, twenty-two lakh"," trade four crore, twenty-two lakh"
"four crore, twenty-three lakh","four croro, twenty-three lakh"
"four crore, twenty-three lakh","four crore, twenty-three lakh"
"four crore, twenty-three lakh","fourcrore,twenty-threelakh"
"four crore, twenty-three lakh","four  professor crore, twenty-three lakh"
"four crore, twenty-four lakh","four crore, twenty-four lekh"
"four crore, twenty-four lakh","four crore, twenty-four lakh"
"four crore, twenty-four lakh","four crore, twenty-four lakh"
"four crore, twenty-four lakh","four cror six e, twenty-four lakh"
"four crore, twenty-five lakh","four crore, twenty-fove lakh"
"four crore, twenty-five lakh","four crore, twenty-five lakhs"
"four crore, twenty-five lakh","four crore, twenty-five lakh"
"four crore, twenty-five lakh","four  would crore, twenty-five lakh"
"four crore, twenty-six lakh","four urore, twenty-six lakh"
"four crore, twenty-six lakh","four crore, twenty-six lakh"
"four crore, twenty-six lakh","four crore, twenty-six lakh"
